animal_id,greutatea_curenta,varsta_animalului,orele_de_activitate,grame_hrana_necesare
PET_11220,13.08,8.1,2.9,216.0
PET_11221,10.38,10.0,3.0,179.0
PET_11222,13.65,3.8,2.4,214.0
PET_11223,14.62,5.2,0.5,199.0
PET_11224,6.69,7.0,4.5,199.0
PET_11225,19.3,6.5,3.3,293.0
PET_11226,5.0,1.0,2.3,159.0
PET_11227,28.57,1.6,7.5,454.0
PET_11228,22.51,1.7,3.4,314.0
PET_11229,13.69,3.5,4.1,276.0
PET_11230,15.05,3.3,6.0,304.0
PET_11231,16.51,9.0,0.5,174.0
PET_11232,12.05,7.1,3.9,227.0
PET_11233,15.96,9.3,6.0,278.0
PET_11234,14.28,1.3,3.8,241.0
PET_11235,14.53,6.1,0.7,195.0
PET_11236,15.91,4.2,2.8,265.0
PET_11237,8.43,10.3,4.5,195.0
PET_11238,15.2,8.6,0.5,157.0
PET_11239,15.82,10.5,0.6,181.0
PET_11240,15.64,1.0,8.9,343.0
PET_11241,13.92,8.8,5.2,243.0
PET_11242,20.69,6.7,7.7,391.0
PET_11243,13.23,10.0,6.2,251.0
PET_11244,16.14,6.3,5.0,270.0
PET_11245,21.49,6.7,3.2,293.0
PET_11246,14.6,1.1,5.0,288.0
PET_11247,16.07,8.2,7.6,312.0
PET_11248,14.52,3.6,6.1,315.0
PET_11249,21.19,0.7,4.4,475.0
PET_11250,13.71,1.3,3.6,247.0
PET_11251,21.42,11.5,5.2,296.0
PET_11252,14.48,4.5,2.7,226.0
PET_11253,10.7,10.5,5.2,222.0
PET_11254,18.4,11.5,2.3,201.0
PET_11255,13.48,11.3,3.1,203.0
PET_11256,18.1,10.6,1.4,221.0
PET_11257,5.0,10.8,2.9,136.0
PET_11258,15.03,3.8,2.3,237.0
PET_11259,12.7,2.2,8.2,337.0
PET_11260,9.68,7.9,1.8,167.0
PET_11261,12.23,6.1,5.0,265.0
PET_11262,12.13,1.6,1.6,202.0
PET_11263,14.76,8.3,4.1,216.0
PET_11264,8.16,7.0,4.7,229.0
PET_11265,16.58,10.4,0.5,202.0
PET_11266,21.83,7.5,0.5,266.0
PET_11267,16.4,7.1,1.6,239.0
PET_11268,19.04,5.6,0.7,241.0
PET_11269,20.47,5.8,4.2,313.0
PET_11270,21.18,11.5,4.6,277.0
PET_11271,24.35,2.1,1.3,284.0
PET_11272,12.5,5.6,4.3,215.0
PET_11273,11.41,8.0,2.9,184.0
PET_11274,18.92,5.5,3.8,289.0
PET_11275,18.54,3.8,2.4,245.0
PET_11276,18.88,3.8,5.2,323.0
PET_11277,24.45,3.2,8.1,441.0
PET_11278,15.06,4.5,5.9,249.0
PET_11279,17.13,10.5,7.5,283.0
PET_11280,10.1,6.3,0.5,190.0
PET_11281,25.68,3.3,2.3,333.0
PET_11282,13.32,4.9,5.4,272.0
PET_11283,13.46,1.7,7.8,317.0
PET_11284,13.27,10.9,5.6,247.0
PET_11285,11.78,5.2,1.4,204.0
PET_11286,11.35,11.8,2.9,160.0
PET_11287,12.38,4.5,4.8,279.0
PET_11288,8.17,10.1,3.6,177.0
PET_11289,11.07,3.4,2.0,212.0
PET_11290,24.74,1.4,3.3,350.0
PET_11291,18.68,0.9,4.0,454.0
PET_11292,19.63,7.5,1.3,252.0
PET_11293,20.89,4.1,6.5,364.0
PET_11294,24.17,5.6,2.9,309.0
PET_11295,6.14,9.9,3.8,170.0
PET_11296,8.85,3.4,6.6,259.0
PET_11297,10.98,4.0,3.7,226.0
PET_11298,12.65,10.2,6.5,273.0
PET_11299,13.5,6.2,1.4,200.0
PET_11300,12.77,10.0,5.1,235.0
PET_11301,16.1,4.8,6.1,306.0
PET_11302,15.18,5.1,1.9,220.0
PET_11303,11.39,2.4,3.6,260.0
PET_11304,5.0,11.0,3.6,125.0
PET_11305,10.04,10.8,4.5,199.0
PET_11306,12.25,11.8,5.2,205.0
PET_11307,13.76,5.1,1.7,229.0
PET_11308,9.35,9.9,3.8,182.0
PET_11309,12.55,5.3,8.0,307.0
PET_11310,9.35,5.7,6.6,235.0
PET_11311,14.37,10.0,6.0,278.0
PET_11312,9.63,2.5,3.5,195.0
PET_11313,10.76,3.0,9.3,335.0
PET_11314,8.46,4.1,6.6,272.0
PET_11315,14.23,9.6,4.1,256.0
PET_11316,10.67,4.8,4.6,230.0
PET_11317,19.53,4.6,2.9,266.0
PET_11318,17.03,12.0,5.0,248.0
PET_11319,14.65,4.9,5.5,278.0
PET_11320,11.01,3.3,5.8,238.0
PET_11321,16.9,7.7,3.5,287.0
PET_11322,18.45,9.7,0.5,189.0
PET_11323,15.71,1.3,4.6,283.0
PET_11324,23.02,7.6,5.8,363.0
PET_11325,17.3,0.9,1.6,389.0
PET_11326,19.57,6.6,3.8,274.0
PET_11327,15.67,3.5,7.4,337.0
PET_11328,18.38,4.0,1.0,219.0
PET_11329,11.02,5.9,3.3,221.0
PET_11330,12.71,11.2,7.7,272.0
PET_11331,16.75,8.7,4.4,241.0
PET_11332,16.71,11.3,2.7,219.0
PET_11333,17.54,8.1,4.0,252.0
PET_11334,20.5,0.6,6.1,500.0
PET_11335,7.88,3.6,3.5,196.0
PET_11336,10.13,10.9,5.5,194.0
PET_11337,16.15,7.9,4.6,260.0
PET_11338,11.38,11.8,4.8,201.0
PET_11339,30.0,2.3,5.7,403.0
PET_11340,17.58,3.9,3.3,264.0
PET_11341,14.61,4.7,1.6,215.0
PET_11342,12.42,4.3,5.2,266.0
PET_11343,12.6,3.4,3.7,249.0
PET_11344,15.15,5.6,2.9,245.0
PET_11345,15.56,7.9,5.3,286.0
PET_11346,12.72,4.1,7.2,311.0
PET_11347,13.63,1.4,3.6,237.0
PET_11348,21.72,8.6,4.0,265.0
PET_11349,21.92,5.8,1.0,256.0
PET_11350,16.26,6.9,3.4,247.0
PET_11351,8.29,5.7,4.6,191.0
PET_11352,17.69,10.7,3.9,252.0
PET_11353,22.77,6.9,3.1,289.0
PET_11354,21.85,11.1,5.8,330.0
PET_11355,18.67,6.4,4.1,293.0
PET_11356,22.11,3.9,10.5,416.0
PET_11357,15.27,4.6,4.5,284.0
PET_11358,18.14,6.5,0.5,222.0
PET_11359,11.6,6.6,1.2,186.0
PET_11360,16.46,8.4,5.3,254.0
PET_11361,21.65,3.1,2.4,276.0
PET_11362,12.05,8.1,2.5,163.0
PET_11363,10.69,9.5,0.9,127.0
PET_11364,15.49,8.3,2.8,193.0
PET_11365,13.87,6.0,4.5,255.0
PET_11366,18.25,11.9,5.0,262.0
PET_11367,12.73,5.2,1.5,175.0
PET_11368,23.59,1.7,6.0,387.0
PET_11369,8.55,9.9,1.0,134.0
PET_11370,21.27,2.9,5.1,373.0
PET_11371,11.18,8.7,4.8,209.0
PET_11372,6.02,2.6,1.7,187.0
PET_11373,16.19,0.7,1.4,361.0
PET_11374,13.73,2.3,5.0,246.0
PET_11375,9.45,4.8,2.6,175.0
PET_11376,6.59,1.7,3.5,197.0
PET_11377,14.96,2.8,5.7,270.0
PET_11378,19.88,9.3,5.2,269.0
PET_11379,17.92,9.4,1.7,188.0
PET_11380,15.28,9.9,3.9,259.0
PET_11381,17.39,10.2,1.7,223.0
PET_11382,14.86,5.3,6.2,295.0
PET_11383,7.85,10.5,7.8,259.0
PET_11384,7.9,6.5,1.9,183.0
PET_11385,13.98,5.9,3.9,270.0
PET_11386,14.2,8.8,6.3,252.0
PET_11387,19.25,3.0,4.1,297.0
PET_11388,18.79,9.6,5.4,261.0
PET_11389,18.03,5.4,4.1,286.0
PET_11390,13.6,2.0,1.4,198.0
PET_11391,8.1,1.9,4.3,202.0
PET_11392,17.06,2.4,6.8,351.0
PET_11393,17.63,10.7,4.8,268.0
PET_11394,5.0,11.9,8.1,205.0
PET_11395,10.83,4.6,0.5,181.0
PET_11396,11.54,3.9,4.9,257.0
PET_11397,15.59,3.0,2.4,237.0
PET_11398,10.98,10.0,1.8,186.0
PET_11399,14.81,2.9,7.3,329.0
PET_11400,13.95,11.1,3.4,234.0
PET_11401,14.2,8.2,3.1,218.0
PET_11402,11.42,10.8,4.9,224.0
PET_11403,11.81,6.9,0.5,154.0
PET_11404,9.6,8.4,7.4,238.0
PET_11405,16.9,7.6,8.8,380.0
PET_11406,17.86,10.1,6.3,302.0
PET_11407,11.15,10.1,5.0,210.0
PET_11408,22.6,7.3,3.5,289.0
PET_11409,13.43,7.8,1.3,220.0
PET_11410,22.65,11.1,7.0,344.0
PET_11411,11.79,11.2,6.3,222.0
PET_11412,5.0,8.1,5.1,159.0
PET_11413,17.01,0.6,4.8,479.0
PET_11414,16.24,1.7,4.8,285.0
PET_11415,15.17,10.4,2.7,199.0
PET_11416,11.79,1.5,10.3,347.0
PET_11417,14.83,3.0,3.3,257.0
PET_11418,12.44,3.2,2.9,204.0
PET_11419,13.49,7.4,6.8,299.0
PET_11420,19.21,7.1,3.9,269.0
PET_11421,15.92,3.8,4.0,251.0
PET_11422,18.05,2.9,7.5,333.0
PET_11423,13.84,9.3,5.7,227.0
PET_11424,13.29,11.3,5.8,252.0
PET_11425,9.23,1.1,0.5,171.0
PET_11426,13.15,2.0,5.0,269.0
PET_11427,5.0,7.9,1.5,122.0
PET_11428,12.05,9.8,2.9,209.0
PET_11429,14.59,9.6,4.4,241.0
PET_11430,17.82,8.8,3.9,230.0
PET_11431,13.66,10.7,5.6,247.0
PET_11432,16.74,3.0,5.9,319.0
PET_11433,5.0,1.7,6.1,237.0
PET_11434,14.72,7.6,0.6,235.0
PET_11435,6.6,10.0,9.9,250.0
PET_11436,8.96,7.2,3.9,216.0
PET_11437,14.06,11.6,7.0,288.0
PET_11438,21.38,9.6,0.5,243.0
PET_11439,16.86,8.6,3.3,234.0
PET_11440,15.09,1.2,0.5,188.0
PET_11441,14.9,1.7,1.8,201.0
PET_11442,11.43,9.5,4.1,216.0
PET_11443,12.28,2.8,3.2,235.0
PET_11444,17.14,0.8,7.3,500.0
PET_11445,8.07,11.0,8.4,251.0
PET_11446,17.97,10.7,1.6,223.0
PET_11447,13.06,3.0,2.8,237.0
PET_11448,19.13,9.5,1.4,221.0
PET_11449,19.81,1.1,6.9,352.0
PET_11450,6.63,3.8,4.4,220.0
PET_11451,12.09,7.7,4.1,226.0
PET_11452,10.72,9.3,4.8,225.0
PET_11453,5.94,0.6,3.2,270.0
PET_11454,9.84,4.3,1.9,193.0
PET_11455,27.21,3.0,4.1,392.0
PET_11456,18.05,12.0,3.3,244.0
PET_11457,24.59,8.2,4.9,335.0
PET_11458,19.15,5.2,0.5,226.0
PET_11459,11.29,1.4,4.5,250.0
PET_11460,13.09,7.4,2.3,206.0
PET_11461,17.94,7.9,4.4,262.0
PET_11462,17.19,9.9,6.3,296.0
PET_11463,12.11,3.8,2.6,225.0
PET_11464,7.45,11.8,7.0,225.0
PET_11465,30.0,5.6,0.5,336.0
PET_11466,14.29,3.9,7.9,312.0
PET_11467,13.37,4.5,7.1,285.0
PET_11468,15.57,6.5,1.8,243.0
PET_11469,13.79,11.3,1.8,179.0
PET_11470,15.61,9.0,0.5,180.0
PET_11471,21.43,7.1,6.3,329.0
PET_11472,14.38,2.4,3.2,270.0
PET_11473,9.19,2.2,3.0,213.0
PET_11474,14.19,6.3,1.2,194.0
PET_11475,12.68,8.9,8.5,316.0
PET_11476,22.12,9.1,1.6,220.0
PET_11477,20.86,3.1,4.1,310.0
PET_11478,15.54,1.7,4.5,297.0
PET_11479,8.61,4.9,3.0,210.0
PET_11480,8.87,11.1,2.5,134.0
PET_11481,15.08,6.8,3.1,239.0
PET_11482,16.68,4.2,5.4,313.0
PET_11483,13.13,4.2,3.1,255.0
PET_11484,12.6,2.0,8.1,343.0
PET_11485,12.04,5.9,2.1,213.0
PET_11486,14.88,9.6,5.9,259.0
PET_11487,5.0,11.6,0.5,93.0
PET_11488,9.49,6.3,2.1,189.0
PET_11489,11.86,2.4,2.0,228.0
PET_11490,21.04,8.4,1.2,225.0
PET_11491,10.93,9.2,4.7,206.0
PET_11492,15.9,1.3,3.7,288.0
PET_11493,16.13,10.3,0.5,194.0
PET_11494,21.49,10.0,9.0,347.0
PET_11495,21.31,5.9,4.4,298.0
PET_11496,14.71,6.9,4.0,230.0
PET_11497,12.62,8.7,7.3,267.0
PET_11498,11.68,8.3,6.5,230.0
PET_11499,13.79,0.7,3.3,386.0
PET_11500,12.83,1.9,0.5,162.0
PET_11501,17.77,2.4,5.4,339.0
PET_11502,17.1,9.2,1.6,199.0
PET_11503,17.96,5.6,7.1,328.0
PET_11504,21.3,6.8,2.1,266.0
PET_11505,24.31,9.4,2.9,264.0
PET_11506,15.62,4.4,0.6,230.0
PET_11507,20.5,9.1,0.8,226.0
PET_11508,13.24,5.6,3.7,243.0
PET_11509,20.93,4.8,3.5,283.0
PET_11510,20.31,4.3,2.8,283.0
PET_11511,20.04,11.6,9.1,331.0
PET_11512,15.47,9.4,5.5,216.0
PET_11513,11.66,0.7,4.0,355.0
PET_11514,8.03,11.5,0.5,126.0
PET_11515,14.8,9.4,6.1,254.0
PET_11516,22.67,2.2,11.5,462.0
PET_11517,13.45,1.4,3.5,263.0
PET_11518,18.93,4.0,2.0,272.0
PET_11519,19.22,7.7,4.4,327.0
PET_11520,13.58,7.6,0.5,150.0
PET_11521,21.58,3.7,5.2,326.0
PET_11522,5.0,5.6,7.8,263.0
PET_11523,8.89,2.9,2.3,193.0
PET_11524,10.42,1.1,2.4,206.0
PET_11525,10.9,6.4,3.8,214.0
PET_11526,16.68,4.5,2.7,256.0
PET_11527,16.45,6.7,0.5,210.0
PET_11528,16.97,11.4,3.0,194.0
PET_11529,17.98,2.1,2.5,268.0
PET_11530,10.25,0.5,7.4,434.0
PET_11531,8.91,1.4,6.9,285.0
PET_11532,16.98,5.8,7.5,344.0
PET_11533,11.85,8.6,6.0,268.0
PET_11534,7.15,7.2,4.5,204.0
PET_11535,19.86,6.2,1.8,243.0
PET_11536,21.98,4.6,7.3,341.0
PET_11537,22.79,4.1,4.9,328.0
PET_11538,15.94,4.8,0.9,220.0
PET_11539,18.13,7.5,1.7,250.0
PET_11540,21.85,2.4,0.8,255.0
PET_11541,11.79,9.4,0.5,142.0
PET_11542,20.55,7.1,5.0,321.0
PET_11543,16.38,3.6,0.9,226.0
PET_11544,19.57,6.3,2.1,277.0
PET_11545,15.93,11.6,4.1,223.0
PET_11546,21.48,0.7,3.5,459.0
PET_11547,16.12,2.8,2.2,273.0
PET_11548,7.58,5.7,7.8,296.0
PET_11549,22.26,7.8,0.5,244.0
PET_11550,10.26,2.9,0.5,182.0
PET_11551,21.27,11.2,5.1,321.0
PET_11552,14.55,7.9,2.4,244.0
PET_11553,20.88,10.6,2.3,229.0
PET_11554,20.67,4.3,1.3,262.0
PET_11555,17.15,10.0,4.8,229.0
PET_11556,17.54,4.8,4.6,279.0
PET_11557,17.11,3.4,4.3,287.0
PET_11558,5.0,11.0,2.5,132.0
PET_11559,15.59,1.6,2.1,229.0
PET_11560,9.42,11.3,3.6,137.0
PET_11561,15.86,5.8,6.4,313.0
PET_11562,9.29,11.9,7.9,256.0
PET_11563,9.08,6.7,6.8,273.0
PET_11564,23.02,9.2,5.3,304.0
PET_11565,20.35,0.6,6.5,500.0
PET_11566,14.98,6.2,1.0,209.0
PET_11567,15.92,9.0,2.2,212.0
PET_11568,13.76,9.5,5.3,238.0
PET_11569,17.85,2.3,3.7,250.0
PET_11570,11.62,5.3,4.8,270.0
PET_11571,19.97,5.3,6.4,337.0
PET_11572,13.73,1.7,6.1,278.0
PET_11573,12.9,5.6,1.3,190.0
PET_11574,15.11,9.8,4.0,230.0
PET_11575,12.04,4.0,1.7,190.0
PET_11576,16.64,5.5,2.1,232.0
PET_11577,12.31,11.6,0.5,143.0
PET_11578,17.34,0.9,4.3,447.0
PET_11579,21.08,7.3,0.5,231.0
PET_11580,11.4,9.0,5.0,224.0
PET_11581,14.35,9.3,7.4,258.0
PET_11582,17.31,8.7,5.3,297.0
PET_11583,12.82,8.9,4.1,231.0
PET_11584,17.32,1.2,7.8,352.0
PET_11585,17.78,6.6,4.8,300.0
PET_11586,20.42,9.5,1.8,214.0
PET_11587,11.97,1.6,4.3,258.0
PET_11588,10.29,0.6,8.9,495.0
PET_11589,13.46,9.9,1.3,176.0
PET_11590,10.16,8.7,0.5,151.0
PET_11591,17.82,5.2,5.5,311.0
PET_11592,9.19,11.3,3.4,171.0
PET_11593,26.67,9.3,2.7,281.0
PET_11594,21.48,11.6,0.9,229.0
PET_11595,15.06,11.2,0.5,156.0
PET_11596,19.34,6.0,0.5,238.0
PET_11597,6.82,9.2,8.0,239.0
PET_11598,27.62,8.2,4.0,341.0
PET_11599,12.05,9.8,0.5,158.0
PET_11600,14.4,9.6,7.0,245.0
PET_11601,5.72,2.3,7.1,239.0
PET_11602,17.43,3.2,7.1,330.0
PET_11603,9.47,3.6,2.9,190.0
PET_11604,15.51,9.9,3.3,234.0
PET_11605,12.28,9.8,4.3,179.0
PET_11606,9.61,6.2,7.5,301.0
PET_11607,10.98,7.2,2.6,215.0
PET_11608,16.13,10.0,2.1,207.0
PET_11609,8.59,4.1,5.7,248.0
PET_11610,11.26,1.1,7.0,295.0
PET_11611,18.32,6.0,3.9,287.0
PET_11612,28.01,11.0,5.7,363.0
PET_11613,17.39,9.6,4.3,246.0
PET_11614,10.41,4.7,3.4,224.0
PET_11615,13.16,1.2,1.9,204.0
PET_11616,15.16,7.8,1.1,213.0
PET_11617,13.25,10.1,2.5,186.0
PET_11618,19.52,8.1,1.6,230.0
PET_11619,16.09,5.4,4.7,270.0
PET_11620,19.54,1.9,7.0,365.0
PET_11621,13.43,11.0,4.5,221.0
PET_11622,21.63,3.7,1.7,300.0
PET_11623,14.17,3.1,6.1,301.0
PET_11624,10.14,9.9,4.7,211.0
PET_11625,25.89,11.8,5.2,315.0
PET_11626,5.88,8.1,2.7,148.0
PET_11627,11.31,7.7,6.8,285.0
PET_11628,11.86,4.2,6.8,284.0
PET_11629,27.54,0.7,3.5,500.0
PET_11630,24.03,2.7,5.8,359.0
PET_11631,22.47,7.2,6.8,367.0
PET_11632,13.35,2.2,2.8,223.0
PET_11633,27.13,10.7,3.8,314.0
PET_11634,16.84,2.7,4.2,273.0
PET_11635,19.89,6.5,1.3,248.0
PET_11636,15.9,6.4,5.1,272.0
PET_11637,14.75,7.4,6.6,319.0
PET_11638,13.74,4.3,3.6,246.0
PET_11639,13.95,10.5,4.8,232.0
PET_11640,18.04,5.6,7.5,357.0
PET_11641,16.84,8.6,3.0,253.0
PET_11642,14.84,7.8,4.9,273.0
PET_11643,22.55,1.8,2.6,281.0
PET_11644,5.0,7.7,2.5,167.0
PET_11645,17.55,6.8,4.9,275.0
PET_11646,18.59,10.8,4.6,253.0
PET_11647,20.73,10.6,5.4,308.0
PET_11648,14.68,2.2,4.2,264.0
PET_11649,16.04,1.4,5.2,291.0
PET_11650,19.93,3.9,8.2,383.0
PET_11651,22.46,11.8,6.6,320.0
PET_11652,13.5,0.7,4.8,399.0
PET_11653,16.33,8.2,5.3,274.0
PET_11654,23.39,7.5,3.3,330.0
PET_11655,5.0,7.9,3.6,190.0
PET_11656,11.55,3.0,5.2,268.0
PET_11657,22.33,3.1,4.2,318.0
PET_11658,20.46,5.5,6.0,322.0
PET_11659,17.61,1.6,7.2,313.0
PET_11660,12.76,1.4,3.7,261.0
PET_11661,10.59,1.5,0.5,174.0
PET_11662,12.04,7.1,9.1,320.0
PET_11663,22.74,5.1,2.4,266.0
PET_11664,11.86,3.9,4.5,230.0
PET_11665,15.51,4.1,5.8,274.0
PET_11666,11.23,2.9,7.5,321.0
PET_11667,19.21,5.2,8.5,386.0
PET_11668,12.31,2.8,3.1,209.0
PET_11669,14.51,8.5,7.0,299.0
PET_11670,6.58,1.9,4.5,199.0
PET_11671,6.93,11.4,10.9,283.0
PET_11672,15.04,1.5,6.8,325.0
PET_11673,8.37,11.3,3.6,169.0
PET_11674,25.53,10.1,2.0,265.0
PET_11675,5.0,8.3,0.5,102.0
PET_11676,11.0,11.0,5.7,220.0
PET_11677,15.08,2.1,6.5,317.0
PET_11678,13.17,2.5,5.9,291.0
PET_11679,9.48,3.4,0.5,150.0
PET_11680,10.21,3.3,0.9,188.0
PET_11681,10.05,4.1,5.2,233.0
PET_11682,13.57,7.1,8.5,333.0
PET_11683,24.76,0.8,3.9,500.0
PET_11684,15.39,4.9,6.7,301.0
PET_11685,20.91,3.3,1.4,262.0
PET_11686,17.53,7.5,4.5,276.0
PET_11687,20.57,11.8,3.3,262.0
PET_11688,5.0,6.5,7.0,232.0
PET_11689,13.48,5.4,2.7,246.0
PET_11690,21.54,4.7,8.2,376.0
PET_11691,12.14,9.5,3.2,161.0
PET_11692,23.81,1.3,1.3,297.0
PET_11693,22.42,11.5,1.4,261.0
PET_11694,12.65,5.3,2.4,221.0
PET_11695,12.48,4.1,4.9,246.0
PET_11696,9.93,11.7,2.5,148.0
PET_11697,11.85,11.3,1.9,198.0
PET_11698,8.84,7.9,6.2,241.0
PET_11699,17.14,0.7,0.5,322.0
PET_11700,7.72,9.1,2.9,176.0
PET_11701,18.02,4.4,0.7,226.0
PET_11702,18.14,5.0,1.8,217.0
PET_11703,6.69,2.3,4.6,243.0
PET_11704,22.75,6.5,3.5,321.0
PET_11705,17.57,9.1,3.3,213.0
PET_11706,18.75,3.6,7.0,370.0
PET_11707,11.21,11.3,4.0,181.0
PET_11708,18.11,2.7,8.5,356.0
PET_11709,20.63,1.3,5.8,333.0
PET_11710,14.51,7.9,1.6,238.0
PET_11711,25.01,10.3,8.8,407.0
PET_11712,15.22,11.5,4.7,229.0
PET_11713,20.7,9.3,8.7,371.0
PET_11714,16.47,2.8,3.3,231.0
PET_11715,17.93,11.7,4.7,270.0
PET_11716,6.64,11.1,5.1,203.0
PET_11717,16.86,2.4,3.6,297.0
PET_11718,11.33,6.9,7.2,288.0
PET_11719,10.77,6.9,8.8,319.0
PET_11720,23.72,5.6,0.5,257.0
PET_11721,13.93,11.8,6.0,249.0
PET_11722,9.98,1.2,1.8,187.0
PET_11723,13.2,7.7,0.5,176.0
PET_11724,8.5,2.9,5.3,255.0
PET_11725,22.17,6.6,5.3,343.0
PET_11726,11.52,9.5,5.7,256.0
PET_11727,17.65,3.3,4.9,307.0
PET_11728,21.78,5.0,6.2,389.0
PET_11729,12.5,11.4,2.5,200.0
PET_11730,17.66,9.3,4.7,257.0
PET_11731,9.85,7.1,5.7,250.0
PET_11732,27.23,3.1,7.4,412.0
PET_11733,19.68,5.4,4.1,303.0
PET_11734,14.04,9.4,3.5,198.0
PET_11735,11.14,9.9,3.9,218.0
PET_11736,14.43,3.3,1.0,202.0
PET_11737,13.3,8.1,5.9,254.0
PET_11738,24.76,1.6,0.5,250.0
PET_11739,8.87,0.8,5.0,355.0
PET_11740,15.67,6.8,4.2,262.0
PET_11741,14.91,3.1,0.5,216.0
PET_11742,14.41,1.4,0.5,209.0
PET_11743,14.46,8.9,1.9,206.0
PET_11744,14.42,6.2,3.1,245.0
PET_11745,19.37,9.7,7.7,337.0
PET_11746,18.04,8.1,3.7,254.0
PET_11747,17.09,8.9,5.4,246.0
PET_11748,5.0,4.0,7.2,240.0
PET_11749,16.5,3.5,6.7,325.0
PET_11750,6.72,7.4,4.0,142.0
PET_11751,18.23,2.8,2.2,245.0
PET_11752,22.37,9.9,5.2,330.0
PET_11753,10.37,6.5,2.3,187.0
PET_11754,13.69,3.1,8.5,335.0
PET_11755,12.0,7.7,6.2,240.0
PET_11756,21.18,11.4,4.5,257.0
PET_11757,15.48,1.4,5.3,304.0
PET_11758,23.64,1.8,4.4,338.0
PET_11759,17.07,10.2,3.1,210.0
PET_11760,16.21,1.8,5.2,319.0
PET_11761,15.34,1.0,3.4,251.0
PET_11762,19.09,4.5,8.8,363.0
PET_11763,6.31,5.9,2.3,161.0
PET_11764,15.43,7.0,5.3,273.0
PET_11765,14.65,6.3,2.0,208.0
PET_11766,18.63,11.0,2.0,218.0
PET_11767,14.06,9.3,0.5,155.0
PET_11768,9.81,11.8,5.0,177.0
PET_11769,15.04,6.0,2.7,245.0
PET_11770,9.59,1.5,6.7,287.0
PET_11771,5.37,11.5,5.0,167.0
PET_11772,18.64,0.5,4.4,470.0
PET_11773,17.9,9.4,0.5,187.0
PET_11774,17.34,0.9,5.5,445.0
PET_11775,21.51,9.3,2.3,261.0
PET_11776,11.67,11.3,0.5,142.0
PET_11777,7.84,5.0,5.1,227.0
PET_11778,14.65,3.3,0.9,205.0
PET_11779,13.26,3.1,0.5,186.0
PET_11780,10.79,6.2,7.2,286.0
PET_11781,14.6,2.5,2.6,241.0
PET_11782,11.94,8.2,0.5,170.0
PET_11783,5.82,4.7,1.6,153.0
PET_11784,12.79,4.2,2.2,231.0
PET_11785,9.32,5.8,6.9,290.0
PET_11786,16.16,6.7,0.5,181.0
PET_11787,11.72,2.1,0.7,201.0
PET_11788,20.56,8.6,6.5,320.0
PET_11789,23.02,10.7,2.9,273.0
PET_11790,18.4,3.7,4.6,317.0
PET_11791,7.24,2.6,2.8,179.0
PET_11792,22.53,9.2,9.1,374.0
PET_11793,22.88,2.6,0.8,256.0
PET_11794,15.09,1.0,4.7,262.0
PET_11795,21.61,7.6,7.8,386.0
PET_11796,12.24,3.3,3.1,226.0
PET_11797,5.67,2.5,2.1,158.0
PET_11798,11.2,11.8,5.9,215.0
PET_11799,23.65,3.9,6.5,384.0
PET_11800,7.54,10.9,2.0,133.0
PET_11801,15.0,2.5,7.7,333.0
PET_11802,15.17,9.9,4.1,223.0
PET_11803,12.44,6.3,5.3,250.0
PET_11804,12.78,1.4,7.7,315.0
PET_11805,15.36,8.9,5.9,280.0
PET_11806,12.19,10.8,4.0,198.0
PET_11807,7.89,2.4,2.3,178.0
PET_11808,16.08,8.8,10.8,343.0
PET_11809,20.37,5.6,2.0,258.0
PET_11810,19.35,9.2,4.8,291.0
PET_11811,10.95,8.7,5.3,201.0
PET_11812,8.74,0.8,5.4,367.0
PET_11813,13.58,2.6,9.3,338.0
PET_11814,22.84,5.9,4.1,333.0
PET_11815,18.23,11.2,3.8,247.0
PET_11816,18.52,4.4,7.9,379.0
PET_11817,19.45,7.7,3.7,298.0
PET_11818,17.1,0.6,6.2,492.0
PET_11819,15.6,8.7,4.5,253.0
PET_11820,18.31,7.4,6.3,338.0
PET_11821,12.27,8.7,5.8,225.0
PET_11822,7.93,10.9,3.0,170.0
PET_11823,18.61,2.2,0.5,238.0
PET_11824,21.19,3.5,0.5,259.0
PET_11825,9.41,12.0,0.5,120.0
PET_11826,19.11,2.3,3.8,284.0
PET_11827,23.4,8.8,0.5,217.0
PET_11828,14.99,8.8,3.6,171.0
PET_11829,10.91,8.4,4.3,194.0
PET_11830,15.62,3.1,6.1,345.0
PET_11831,12.25,3.0,5.3,280.0
PET_11832,11.92,8.2,6.3,250.0
PET_11833,17.17,2.6,5.0,317.0
PET_11834,6.98,8.1,3.2,156.0
PET_11835,7.78,6.2,3.7,191.0
PET_11836,15.1,4.9,1.9,221.0
PET_11837,14.89,4.0,4.6,263.0
PET_11838,16.72,11.4,0.5,170.0
PET_11839,24.38,6.3,6.7,383.0
PET_11840,15.52,7.0,1.6,220.0
PET_11841,17.99,11.4,4.4,272.0
PET_11842,10.12,8.0,4.8,247.0
PET_11843,18.84,11.5,6.9,276.0
PET_11844,12.37,1.7,0.5,180.0
PET_11845,15.36,10.2,3.2,199.0
PET_11846,14.46,4.4,5.4,245.0
PET_11847,20.16,9.8,8.4,337.0
PET_11848,8.45,10.3,3.9,186.0
PET_11849,5.0,3.6,2.5,159.0
PET_11850,13.93,5.2,9.1,351.0
PET_11851,17.34,8.8,6.0,273.0
PET_11852,15.76,1.6,7.4,321.0
PET_11853,21.16,9.2,1.0,218.0
